NHGISCODE,GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,TRACTA,NAME,AV0AA,B18AA,B18AB,B18AC,B18AD,B18AE,B70AA,B70AB,B70AC,B70AD,B70AE,B70AF,B70AG,B70AH,B70AI,B70AJ,A41AA,B70AAM,B70ABM,B70ACM,B70ADM,B70AEM,B70AFM,B70AGM,B70AHM,B70AIM,B70AJM
G4201010027200,G42010100272,1980,Pennsylvania,42,420,Philadelphia County,101,1010,027200,State: 42 County: 101 Tract: 272,4739,3604,795,11,245,,332,383,349,367,179,65,81,36,58,8,1940,,,,,,,,,,
G4201010027300,G42010100273,1980,Pennsylvania,42,420,Philadelphia County,101,1010,027300,State: 42 County: 101 Tract: 273,5316,4862,371,0,33,,661,345,341,294,178,107,59,84,20,0,2154,,,,,,,,,,
G4201010027400,G42010100274,1980,Pennsylvania,42,420,Philadelphia County,101,1010,027400,State: 42 County: 101 Tract: 274,8911,8706,0,0,130,,1371,504,624,479,301,173,102,42,29,11,3714,,,,,,,,,,
G4201010027500,G42010100275,1980,Pennsylvania,42,420,Philadelphia County,101,1010,027500,State: 42 County: 101 Tract: 275,4516,4237,55,6,153,,592,230,255,235,171,113,76,43,29,0,1823,,,,,,,,,,
G4201010027600,G42010100276,1980,Pennsylvania,42,420,Philadelphia County,101,1010,027600,State: 42 County: 101 Tract: 276,4595,1288,2882,0,350,,479,362,321,156,115,130,62,10,3,0,1740,,,,,,,,,,
G4201010027700,G42010100277,1980,Pennsylvania,42,420,Philadelphia County,101,1010,027700,State: 42 County: 101 Tract: 277,5984,785,5190,0,9,,902,360,258,204,156,137,42,59,13,12,2340,,,,,,,,,,
G4201010027800,G42010100278,1980,Pennsylvania,42,420,Philadelphia County,101,1010,027800,State: 42 County: 101 Tract: 278,6005,360,5577,18,36,,904,472,378,204,152,104,64,76,14,0,2578,,,,,,,,,,
G4201010027900,G42010100279,1980,Pennsylvania,42,420,Philadelphia County,101,1010,027900,State: 42 County: 101 Tract: 279,8549,1093,7338,53,50,,1132,478,412,239,160,114,88,69,51,7,2937,,,,,,,,,,
G4201010028000,G42010100280,1980,Pennsylvania,42,420,Philadelphia County,101,1010,028000,State: 42 County: 101 Tract: 280,5463,380,4998,34,51,,624,385,222,164,75,44,63,5,0,0,1745,,,,,,,,,,
G4201010028100,G42010100281,1980,Pennsylvania,42,420,Philadelphia County,101,1010,028100,State: 42 County: 101 Tract: 281,4581,1198,3003,21,303,,522,282,185,159,135,86,30,50,20,9,1592,,,,,,,,,,
G4201010028200,G42010100282,1980,Pennsylvania,42,420,Philadelphia County,101,1010,028200,State: 42 County: 101 Tract: 282,6034,2552,2689,33,655,,934,302,356,235,130,79,33,60,5,0,2358,,,,,,,,,,
G4201010028300,G42010100283,1980,Pennsylvania,42,420,Philadelphia County,101,1010,028300,State: 42 County: 101 Tract: 283,9895,1967,6255,37,1309,,1369,491,519,287,156,134,54,64,33,0,3637,,,,,,,,,,
G4201010028400,G42010100284,1980,Pennsylvania,42,420,Philadelphia County,101,1010,028400,State: 42 County: 101 Tract: 284,6881,2197,3938,4,169,,814,391,286,211,192,85,44,22,17,0,2236,,,,,,,,,,
G4201010028500,G42010100285,1980,Pennsylvania,42,420,Philadelphia County,101,1010,028500,State: 42 County: 101 Tract: 285,2157,1697,198,0,114,,284,186,132,129,49,33,6,7,15,0,889,,,,,,,,,,
G4201010028600,G42010100286,1980,Pennsylvania,42,420,Philadelphia County,101,1010,028600,State: 42 County: 101 Tract: 286,6630,6069,54,18,187,,918,423,460,283,197,45,39,13,30,0,2513,,,,,,,,,,
G4201010028700,G42010100287,1980,Pennsylvania,42,420,Philadelphia County,101,1010,028700,State: 42 County: 101 Tract: 287,2299,1912,67,5,63,,339,154,128,115,58,23,14,4,5,0,916,,,,,,,,,,
G4201010028800,G42010100288,1980,Pennsylvania,42,420,Philadelphia County,101,1010,028800,State: 42 County: 101 Tract: 288,3595,3403,15,0,13,,608,239,243,203,48,51,29,4,0,0,1516,,,,,,,,,,
G4201010028900,G42010100289,1980,Pennsylvania,42,420,Philadelphia County,101,1010,028900,State: 42 County: 101 Tract: 289,8963,8712,0,0,125,,1053,562,506,454,217,187,89,79,6,8,3273,,,,,,,,,,
G4201010029000,G42010100290,1980,Pennsylvania,42,420,Philadelphia County,101,1010,029000,State: 42 County: 101 Tract: 290,5437,5214,0,0,177,,658,327,288,288,236,160,88,36,30,0,2156,,,,,,,,,,
G4201010029100,G42010100291,1980,Pennsylvania,42,420,Philadelphia County,101,1010,029100,State: 42 County: 101 Tract: 291,4263,4020,116,0,51,,649,248,213,148,141,114,47,53,10,0,1693,,,,,,,,,,
G4201010029200,G42010100292,1980,Pennsylvania,42,420,Philadelphia County,101,1010,029200,State: 42 County: 101 Tract: 292,4015,3810,8,0,165,,281,241,237,176,204,64,42,55,30,0,1398,,,,,,,,,,
G4201010029300,G42010100293,1980,Pennsylvania,42,420,Philadelphia County,101,1010,029300,State: 42 County: 101 Tract: 293,3039,2963,0,23,53,,503,251,166,98,102,16,21,14,0,0,1271,,,,,,,,,,
G4201010029400,G42010100294,1980,Pennsylvania,42,420,Philadelphia County,101,1010,029400,State: 42 County: 101 Tract: 294,3352,2509,700,7,0,,609,158,182,120,68,19,5,37,0,0,1492,,,,,,,,,,
G4201010029500,G42010100295,1980,Pennsylvania,42,420,Philadelphia County,101,1010,029500,State: 42 County: 101 Tract: 295,1088,1062,0,0,0,,192,72,60,30,39,40,9,7,0,0,448,,,,,,,,,,
G4201010029600,G42010100296,1980,Pennsylvania,42,420,Philadelphia County,101,1010,029600,State: 42 County: 101 Tract: 296,1186,1205,0,4,0,,192,69,74,32,66,20,5,21,8,0,516,,,,,,,,,,
G4201010029700,G42010100297,1980,Pennsylvania,42,420,Philadelphia County,101,1010,029700,State: 42 County: 101 Tract: 297,483,465,11,0,5,,69,31,12,9,0,36,0,11,0,0,180,,,,,,,,,,
G4201010029800,G42010100298,1980,Pennsylvania,42,420,Philadelphia County,101,1010,029800,State: 42 County: 101 Tract: 298,4609,4595,0,14,0,,642,323,280,249,169,133,25,25,8,8,1929,,,,,,,,,,
G4201010029900,G42010100299,1980,Pennsylvania,42,420,Philadelphia County,101,1010,029900,State: 42 County: 101 Tract: 299,4698,3707,938,0,17,,826,344,267,106,92,35,26,42,11,0,1831,,,,,,,,,,
G4201010030000,G42010100300,1980,Pennsylvania,42,420,Philadelphia County,101,1010,030000,State: 42 County: 101 Tract: 300,6937,4923,1888,18,86,,1202,489,301,283,194,109,13,65,24,11,3072,,,,,,,,,,
G4201010030100,G42010100301,1980,Pennsylvania,42,420,Philadelphia County,101,1010,030100,State: 42 County: 101 Tract: 301,5544,5345,7,4,180,,905,414,302,342,124,151,55,56,41,0,2565,,,,,,,,,,
G4201010030200,G42010100302,1980,Pennsylvania,42,420,Philadelphia County,101,1010,030200,State: 42 County: 101 Tract: 302,6616,6533,0,18,43,,669,372,388,366,309,164,106,61,66,19,2584,,,,,,,,,,
G4201010030300,G42010100303,1980,Pennsylvania,42,420,Philadelphia County,101,1010,030300,State: 42 County: 101 Tract: 303,7715,7615,40,0,48,,683,465,491,355,247,171,98,83,31,14,2672,,,,,,,,,,
G4201010030400,G42010100304,1980,Pennsylvania,42,420,Philadelphia County,101,1010,030400,State: 42 County: 101 Tract: 304,508,513,7,0,0,,38,42,8,16,37,16,0,5,0,5,216,,,,,,,,,,
G4201010030500,G42010100305,1980,Pennsylvania,42,420,Philadelphia County,101,1010,030500,State: 42 County: 101 Tract: 305,10220,10123,0,12,74,,1273,585,643,438,381,298,156,92,38,14,4009,,,,,,,,,,
G4201010030600,G42010100306,1980,Pennsylvania,42,420,Philadelphia County,101,1010,030600,State: 42 County: 101 Tract: 306,6526,6433,0,7,38,,918,337,347,350,208,79,115,81,90,0,2625,,,,,,,,,,
G4201010030700,G42010100307,1980,Pennsylvania,42,420,Philadelphia County,101,1010,030700,State: 42 County: 101 Tract: 307,2943,2902,21,0,20,,354,276,202,181,124,99,38,36,10,0,1388,,,,,,,,,,
G4201010030800,G42010100308,1980,Pennsylvania,42,420,Philadelphia County,101,1010,030800,State: 42 County: 101 Tract: 308,4410,4347,0,16,47,,383,267,221,238,196,105,82,99,80,6,1717,,,,,,,,,,
G4201010030900,G42010100309,1980,Pennsylvania,42,420,Philadelphia County,101,1010,030900,State: 42 County: 101 Tract: 309,3286,3207,0,7,21,,405,271,175,263,108,44,47,38,20,3,1419,,,,,,,,,,
G4201010031000,G42010100310,1980,Pennsylvania,42,420,Philadelphia County,101,1010,031000,State: 42 County: 101 Tract: 310,5774,5717,19,12,0,,573,301,284,289,328,187,70,106,75,30,2286,,,,,,,,,,
G4201010031100,G42010100311,1980,Pennsylvania,42,420,Philadelphia County,101,1010,031100,State: 42 County: 101 Tract: 311,8316,8168,6,0,73,,925,435,570,382,315,209,100,72,57,7,3183,,,,,,,,,,
G4201010031200,G42010100312,1980,Pennsylvania,42,420,Philadelphia County,101,1010,031200,State: 42 County: 101 Tract: 312,3982,3883,14,0,70,,488,274,271,276,131,80,47,17,30,0,1653,,,,,,,,,,
G4201010031300,G42010100313,1980,Pennsylvania,42,420,Philadelphia County,101,1010,031300,State: 42 County: 101 Tract: 313,5681,5574,0,0,107,,800,362,466,308,159,86,74,71,24,9,2379,,,,,,,,,,
G4201010031400,G42010100314,1980,Pennsylvania,42,420,Philadelphia County,101,1010,031400,State: 42 County: 101 Tract: 314,10137,10071,0,0,59,,1212,591,705,521,400,274,155,159,73,7,4120,,,,,,,,,,
G4201010031500,G42010100315,1980,Pennsylvania,42,420,Philadelphia County,101,1010,031500,State: 42 County: 101 Tract: 315,9986,9960,0,7,5,,1121,544,653,521,406,277,147,128,73,10,4027,,,,,,,,,,
G4201010031600,G42010100316,1980,Pennsylvania,42,420,Philadelphia County,101,1010,031600,State: 42 County: 101 Tract: 316,6023,6012,0,0,11,,596,364,324,305,204,167,98,116,22,17,2271,,,,,,,,,,
G4201010031700,G42010100317,1980,Pennsylvania,42,420,Philadelphia County,101,1010,031700,State: 42 County: 101 Tract: 317,6196,6178,12,0,6,,548,354,462,368,254,85,100,73,52,7,2340,,,,,,,,,,
G4201010031800,G42010100318,1980,Pennsylvania,42,420,Philadelphia County,101,1010,031800,State: 42 County: 101 Tract: 318,3591,3567,5,0,19,,469,301,185,200,116,78,59,51,50,0,1519,,,,,,,,,,
G4201010031900,G42010100319,1980,Pennsylvania,42,420,Philadelphia County,101,1010,031900,State: 42 County: 101 Tract: 319,5023,5004,13,0,0,,510,268,294,274,192,121,92,32,9,12,1872,,,,,,,,,,
G4201010032000,G42010100320,1980,Pennsylvania,42,420,Philadelphia County,101,1010,032000,State: 42 County: 101 Tract: 320,7056,7010,0,0,46,,727,249,539,359,341,157,122,99,33,0,2663,,,,,,,,,,
G4201010032100,G42010100321,1980,Pennsylvania,42,420,Philadelphia County,101,1010,032100,State: 42 County: 101 Tract: 321,4081,4067,0,7,0,,480,333,195,189,133,79,29,68,29,0,1614,,,,,,,,,,
G4201010032200,G42010100322,1980,Pennsylvania,42,420,Philadelphia County,101,1010,032200,State: 42 County: 101 Tract: 322,225,153,0,0,0,,21,16,11,0,0,0,0,0,0,0,73,,,,,,,,,,
G4201010032300,G42010100323,1980,Pennsylvania,42,420,Philadelphia County,101,1010,032300,State: 42 County: 101 Tract: 323,3860,3898,0,0,22,,461,238,279,219,138,86,61,32,0,12,1560,,,,,,,,,,
G4201010032400,G42010100324,1980,Pennsylvania,42,420,Philadelphia County,101,1010,032400,State: 42 County: 101 Tract: 324,14,12,0,0,0,,0,0,0,0,0,0,0,0,0,0,7,,,,,,,,,,
G4201010032500,G42010100325,1980,Pennsylvania,42,420,Philadelphia County,101,1010,032500,State: 42 County: 101 Tract: 325,6011,5908,0,9,94,,806,376,361,278,240,138,42,35,22,0,2445,,,,,,,,,,
G4201010032600,G42010100326,1980,Pennsylvania,42,420,Philadelphia County,101,1010,032600,State: 42 County: 101 Tract: 326,7195,7141,29,0,25,,810,361,363,398,294,164,88,87,36,28,2666,,,,,,,,,,
G4201010032700,G42010100327,1980,Pennsylvania,42,420,Philadelphia County,101,1010,032700,State: 42 County: 101 Tract: 327,284,56,225,0,0,,31,20,28,14,5,0,0,0,0,0,104,,,,,,,,,,
G4201010032799,G4201010032799,1980,Pennsylvania,42,420,Philadelphia County,101,1010,032799,State: 42 County: 101 Tract: 327.99,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
G4201010032800,G42010100328,1980,Pennsylvania,42,420,Philadelphia County,101,1010,032800,State: 42 County: 101 Tract: 328,2671,687,1937,31,12,,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,
G4201010032900,G42010100329,1980,Pennsylvania,42,420,Philadelphia County,101,1010,032900,State: 42 County: 101 Tract: 329,4385,4014,337,0,28,,526,297,312,225,141,92,27,64,44,0,1819,,,,,,,,,,
G4201010033000,G42010100330,1980,Pennsylvania,42,420,Philadelphia County,101,1010,033000,State: 42 County: 101 Tract: 330,8122,8116,0,0,0,,746,448,464,437,320,190,90,136,14,6,2890,,,,,,,,,,
G4201010033100,G42010100331,1980,Pennsylvania,42,420,Philadelphia County,101,1010,033100,State: 42 County: 101 Tract: 331,9370,9255,62,5,36,,1074,558,495,514,357,210,167,193,53,7,3718,,,,,,,,,,
G4201010033200,G42010100332,1980,Pennsylvania,42,420,Philadelphia County,101,1010,033200,State: 42 County: 101 Tract: 332,2824,2818,0,0,6,,170,116,151,149,131,69,88,91,34,0,1019,,,,,,,,,,
G4201010033300,G42010100333,1980,Pennsylvania,42,420,Philadelphia County,101,1010,033300,State: 42 County: 101 Tract: 333,3842,3726,19,0,97,,370,315,231,158,95,139,70,49,65,0,1530,,,,,,,,,,
G4201010033400,G42010100334,1980,Pennsylvania,42,420,Philadelphia County,101,1010,033400,State: 42 County: 101 Tract: 334,4812,4776,0,5,17,,683,352,262,147,226,111,87,100,30,27,2077,,,,,,,,,,
G4201010033500,G42010100335,1980,Pennsylvania,42,420,Philadelphia County,101,1010,033500,State: 42 County: 101 Tract: 335,3481,3449,0,0,32,,429,196,173,142,163,106,64,85,36,14,1412,,,,,,,,,,
G4201010033600,G42010100336,1980,Pennsylvania,42,420,Philadelphia County,101,1010,033600,State: 42 County: 101 Tract: 336,6751,6700,0,23,28,,1044,500,414,354,225,194,94,87,53,10,3029,,,,,,,,,,
G4201010033700,G42010100337,1980,Pennsylvania,42,420,Philadelphia County,101,1010,033700,State: 42 County: 101 Tract: 337,9671,9594,12,6,41,,1505,633,514,493,353,336,119,170,68,12,4266,,,,,,,,,,
G4201010033800,G42010100338,1980,Pennsylvania,42,420,Philadelphia County,101,1010,033800,State: 42 County: 101 Tract: 338,5655,5621,0,0,30,,742,443,281,300,227,159,55,45,48,25,2391,,,,,,,,,,
G4201010033900,G42010100339,1980,Pennsylvania,42,420,Philadelphia County,101,1010,033900,State: 42 County: 101 Tract: 339,3044,2977,60,0,7,,409,239,106,137,125,117,47,73,16,0,1310,,,,,,,,,,
G4201010034000,G42010100340,1980,Pennsylvania,42,420,Philadelphia County,101,1010,034000,State: 42 County: 101 Tract: 340,2820,2820,0,0,0,,170,132,150,157,144,99,64,39,26,16,994,,,,,,,,,,
G4201010034100,G42010100341,1980,Pennsylvania,42,420,Philadelphia County,101,1010,034100,State: 42 County: 101 Tract: 341,5775,5717,8,13,37,,765,443,377,294,238,148,120,77,29,16,2592,,,,,,,,,,
G4201010034200,G42010100342,1980,Pennsylvania,42,420,Philadelphia County,101,1010,034200,State: 42 County: 101 Tract: 342,3134,3094,39,0,10,,94,162,152,197,175,75,81,66,55,6,1115,,,,,,,,,,
G4201010034300,G42010100343,1980,Pennsylvania,42,420,Philadelphia County,101,1010,034300,State: 42 County: 101 Tract: 343,171,162,0,0,0,,11,0,0,0,17,0,0,7,7,5,54,,,,,,,,,,
G4201010034400,G42010100344,1980,Pennsylvania,42,420,Philadelphia County,101,1010,034400,State: 42 County: 101 Tract: 344,8641,8539,38,0,64,,368,308,392,406,347,230,179,241,209,66,2804,,,,,,,,,,
G4201010034500,G42010100345,1980,Pennsylvania,42,420,Philadelphia County,101,1010,034500,State: 42 County: 101 Tract: 345,5852,5772,30,0,108,,1112,469,483,343,177,147,115,150,55,0,3150,,,,,,,,,,
G4201010034600,G42010100346,1980,Pennsylvania,42,420,Philadelphia County,101,1010,034600,State: 42 County: 101 Tract: 346,1456,1352,40,0,6,,411,157,78,97,37,21,13,13,6,0,911,,,,,,,,,,
G4201010034700,G42010100347,1980,Pennsylvania,42,420,Philadelphia County,101,1010,034700,State: 42 County: 101 Tract: 347,11864,11524,136,0,204,,854,546,529,646,396,337,294,241,150,10,4044,,,,,,,,,,
G4201010034800,G42010100348,1980,Pennsylvania,42,420,Philadelphia County,101,1010,034800,State: 42 County: 101 Tract: 348,15947,15549,248,0,95,,1179,724,894,877,636,503,263,265,158,25,5854,,,,,,,,,,
G4201010034900,G42010100349,1980,Pennsylvania,42,420,Philadelphia County,101,1010,034900,State: 42 County: 101 Tract: 349,7583,7468,85,7,16,,833,349,408,374,301,136,107,39,24,11,2682,,,,,,,,,,
G4201010035100,G42010100351,1980,Pennsylvania,42,420,Philadelphia County,101,1010,035100,State: 42 County: 101 Tract: 351,2650,2415,186,0,18,,174,84,228,131,175,141,69,110,64,16,1256,,,,,,,,,,
G4201010035200,G42010100352,1980,Pennsylvania,42,420,Philadelphia County,101,1010,035200,State: 42 County: 101 Tract: 352,4896,4767,0,6,123,,372,219,205,244,309,130,75,62,29,6,1683,,,,,,,,,,
G4201010035300,G42010100353,1980,Pennsylvania,42,420,Philadelphia County,101,1010,035300,State: 42 County: 101 Tract: 353,11617,11103,379,0,114,,575,539,627,752,469,248,174,181,100,0,3825,,,,,,,,,,
G4201010035400,G42010100354,1980,Pennsylvania,42,420,Philadelphia County,101,1010,035400,State: 42 County: 101 Tract: 354,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,
G4201010035500,G42010100355,1980,Pennsylvania,42,420,Philadelphia County,101,1010,035500,State: 42 County: 101 Tract: 355,8243,8032,68,0,81,,737,509,550,394,374,266,154,140,102,4,3369,,,,,,,,,,
G4201010035600,G42010100356,1980,Pennsylvania,42,420,Philadelphia County,101,1010,035600,State: 42 County: 101 Tract: 356,7691,7503,63,0,125,,370,261,360,412,301,229,233,243,102,10,2542,,,,,,,,,,
G4201010035700,G42010100357,1980,Pennsylvania,42,420,Philadelphia County,101,1010,035700,State: 42 County: 101 Tract: 357,8763,8596,64,4,72,,1033,639,624,551,310,152,129,107,56,12,3745,,,,,,,,,,
G4201010035800,G42010100358,1980,Pennsylvania,42,420,Philadelphia County,101,1010,035800,State: 42 County: 101 Tract: 358,7172,7115,37,8,12,,411,235,347,401,281,212,132,194,104,11,2369,,,,,,,,,,
G4201010035900,G42010100359,1980,Pennsylvania,42,420,Philadelphia County,101,1010,035900,State: 42 County: 101 Tract: 359,4298,4165,21,0,112,,293,116,214,180,183,130,84,123,51,0,1442,,,,,,,,,,
G4201010036000,G42010100360,1980,Pennsylvania,42,420,Philadelphia County,101,1010,036000,State: 42 County: 101 Tract: 360,2787,2570,117,0,93,,129,152,122,112,90,67,55,52,17,0,829,,,,,,,,,,
G4201010036100,G42010100361,1980,Pennsylvania,42,420,Philadelphia County,101,1010,036100,State: 42 County: 101 Tract: 361,4764,4289,419,0,56,,229,123,207,211,205,87,56,83,56,6,1569,,,,,,,,,,
G4201010036200,G42010100362,1980,Pennsylvania,42,420,Philadelphia County,101,1010,036200,State: 42 County: 101 Tract: 362,19565,19141,202,0,166,,785,659,921,1215,849,580,339,401,194,57,6119,,,,,,,,,,
G4201010036300,G42010100363,1980,Pennsylvania,42,420,Philadelphia County,101,1010,036300,State: 42 County: 101 Tract: 363,17998,17408,377,6,134,,704,447,875,1043,770,415,329,255,105,6,5096,,,,,,,,,,
G4201010036400,G42010100364,1980,Pennsylvania,42,420,Philadelphia County,101,1010,036400,State: 42 County: 101 Tract: 364,1261,901,409,0,0,,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,
G4201010036500,G42010100365,1980,Pennsylvania,42,420,Philadelphia County,101,1010,036500,State: 42 County: 101 Tract: 365,7476,7282,59,0,86,,439,344,359,460,285,265,115,192,87,26,2646,,,,,,,,,,
G1100010000100,G11000100001,1990,District of Columbia,11,110,District of Columbia,001,0010,000100,Tract 1,4706,4368,153,3,182,,177,61,81,123,133,175,139,205,528,1009,2896,,,,,,,,,,
G1100010000201,G1100010000201,1990,District of Columbia,11,110,District of Columbia,001,0010,000201,Tract 2.01,3836,3061,387,8,380,,0,0,0,0,0,0,0,19,0,11,16,,,,,,,,,,
G1100010000202,G1100010000202,1990,District of Columbia,11,110,District of Columbia,001,0010,000202,Tract 2.02,3639,3421,61,7,150,,177,52,86,72,55,81,96,85,323,722,1997,,,,,,,,,,
G1100010000310,G1100010000310,1990,District of Columbia,11,110,District of Columbia,001,0010,000310,Tract 3.10,5738,5241,203,9,285,,187,173,175,125,185,173,151,337,571,565,2794,,,,,,,,,,
G1100010000400,G11000100004,1990,District of Columbia,11,110,District of Columbia,001,0010,000400,Tract 4,1319,1181,48,5,85,,13,0,25,13,28,15,0,37,31,320,533,,,,,,,,,,
G1100010000501,G1100010000501,1990,District of Columbia,11,110,District of Columbia,001,0010,000501,Tract 5.01,2774,2464,146,2,162,,196,90,101,115,154,143,169,282,346,272,2024,,,,,,,,,,
G1100010000502,G1100010000502,1990,District of Columbia,11,110,District of Columbia,001,0010,000502,Tract 5.02,3816,3450,134,6,226,,53,62,89,153,142,140,139,251,320,715,2204,,,,,,,,,,
G1100010000600,G11000100006,1990,District of Columbia,11,110,District of Columbia,001,0010,000600,Tract 6,4960,4233,425,10,292,,125,87,134,164,164,104,119,189,220,839,2215,,,,,,,,,,
G1100010000701,G1100010000701,1990,District of Columbia,11,110,District of Columbia,001,0010,000701,Tract 7.01,4578,4009,215,7,347,,230,272,189,311,275,158,188,238,396,678,3316,,,,,,,,,,
G1100010000720,G1100010000720,1990,District of Columbia,11,110,District of Columbia,001,0010,000720,Tract 7.20,3320,2786,194,2,338,,287,215,148,304,212,193,158,294,281,200,2377,,,,,,,,,,
G1100010000801,G1100010000801,1990,District of Columbia,11,110,District of Columbia,001,0010,000801,Tract 8.01,5928,5475,216,6,231,,276,80,68,138,111,177,154,303,493,1288,3364,,,,,,,,,,
G1100010000802,G1100010000802,1990,District of Columbia,11,110,District of Columbia,001,0010,000802,Tract 8.02,2691,2446,104,8,133,,40,47,48,49,80,77,30,121,309,465,1351,,,,,,,,,,
G1100010000901,G1100010000901,1990,District of Columbia,11,110,District of Columbia,001,0010,000901,Tract 9.01,6844,6115,301,8,420,,15,23,38,22,55,21,26,79,126,933,1405,,,,,,,,,,
G1100010000902,G1100010000902,1990,District of Columbia,11,110,District of Columbia,001,0010,000902,Tract 9.02,1955,1787,95,0,73,,50,13,31,22,21,43,19,35,157,379,835,,,,,,,,,,
G1100010001001,G1100010001001,1990,District of Columbia,11,110,District of Columbia,001,0010,001001,Tract 10.01,6320,5754,270,5,291,,180,85,104,127,72,69,70,188,529,1133,2602,,,,,,,,,,
G1100010001002,G1100010001002,1990,District of Columbia,11,110,District of Columbia,001,0010,001002,Tract 10.02,3534,2947,272,10,305,,189,60,134,189,188,215,110,323,450,364,2388,,,,,,,,,,
